model;year;engineSize;transmission;mileage;fuelType;tax;mpg;price
1;2017;1.0;1;3347;4;0;65.7;10500
8;2019;1.2;1;6298;4;145;48.7;9500
17;2020;5.0;1;10;4;145;23.7;42999
1;2019;1.0;3;8383;4;145;48.7;16299
6;2017;1.5;1;23736;1;20;68.9;10799
2;2016;1.5;1;35756;1;0;74.3;9000
7;2016;2.0;1;30986;1;20;68.9;12099
4;2019;1.5;1;14539;4;145;40.4;14399
12;2016;2.0;3;25329;1;125;52.3;17199
1;2019;1.0;1;8001;4;145;60.1;15599
12;2017;2.0;1;19198;1;145;56.5;19299
5;2019;1.0;1;9982;4;145;52.3;15499
5;2017;1.0;1;14297;4;125;52.3;11000
12;2017;2.0;1;26372;1;145;56.5;18699
4;2019;2.0;1;11869;1;145;37.7;22000
8;2019;1.2;1;3078;4;145;48.7;10799
2;2019;1.0;1;4892;4;145;47.9;18999
1;2019;1.0;1;1758;4;145;58.9;15299
4;2019;2.0;1;20062;1;145;38.2;20499
4;2019;2.0;1;447;1;145;47.9;20999
1;2019;1.0;1;4126;4;145;58.9;11799
1;2019;1.1;1;2128;4;145;48.7;12799
4;2017;2.0;1;12555;1;145;60.1;15000
1;2020;1.0;1;264;4;145;58.9;16199
6;2016;1.5;1;17693;1;20;68.9;9399
1;2019;1.0;1;8793;4;145;58.9;15399
1;2019;1.0;3;8310;4;145;48.7;16199
1;2019;1.0;1;9817;4;145;60.1;14799
16;2017;2.0;1;40848;1;125;56.5;18399
6;2017;1.0;1;16470;4;30;55.4;11499
2;2017;1.5;1;28604;1;0;74.3;11499
5;2017;1.0;1;12890;4;145;52.3;11599
4;2018;1.5;2;6170;4;150;38.2;15800
2;2018;2.0;1;21901;1;150;67.3;18500
5;2017;1.5;3;9148;4;165;44.8;11000
4;2017;2.0;1;18293;1;145;60.1;16700
4;2017;2.0;1;31848;1;145;54.3;14500
1;2016;1.0;1;27128;4;20;62.8;9800
5;2020;1.0;1;915;4;145;53.3;16299
14;2018;2.0;1;26531;1;145;47.9;21200
1;2018;1.0;1;14338;4;150;62.8;11200
2;2015;2.0;1;26270;4;205;41.5;13800
1;2019;1.0;1;3599;4;145;60.1;14960
1;2020;1.0;1;34;4;145;58.9;17499
1;2019;1.0;1;3042;4;145;58.9;15799
1;2019;1.0;3;14788;4;145;48.7;15799
1;2019;1.0;1;6795;4;145;56.5;12799
2;2019;1.0;1;5681;4;145;60.1;16299
3;2019;1.0;1;1225;4;145;50.4;23999
16;2019;2.0;1;3158;1;145;45.6;29499
1;2019;1.5;1;13838;1;145;58.9;12299
1;2017;1.0;1;12022;4;145;62.8;13099
5;2019;1.0;1;1307;4;145;52.3;17000
5;2020;1.0;1;1083;4;145;52.3;19499
5;2017;1.0;1;22402;4;125;53.3;10399
2;2018;2.0;1;10611;4;145;41.5;19199
1;2020;1.0;1;58;4;145;55.4;21499
14;2019;2.0;3;5542;1;145;37.2;32599
1;2017;1.5;1;21913;1;0;78.5;10699
2;2020;1.5;2;10;4;145;39.8;30999
1;2019;1.0;1;11576;4;145;58.9;14999
1;2018;1.0;3;17973;4;145;54.3;15399
1;2019;1.0;3;7244;4;145;48.7;16399
13;2017;1.0;1;14685;4;30;56.5;10199
2;2018;1.5;1;16257;1;145;74.3;13299
1;2017;1.0;3;19145;4;0;57.7;11499
2;2018;1.5;1;19926;1;145;74.3;13499
5;2017;1.5;3;12837;4;160;44.8;11499
1;2018;1.1;1;9907;4;145;55.4;9799
4;2018;1.5;1;12459;4;145;39.2;17199
1;2018;1.0;1;10793;4;145;58.9;10899
7;2019;2.0;1;3252;1;145;65.7;21499
1;2018;1.0;1;7790;4;145;65.7;11500
2;2020;1.0;2;7;4;145;50.4;20999
6;2016;1.5;1;12128;1;20;68.9;11199
2;2017;1.5;2;8841;4;145;46.3;13099
4;2018;1.5;3;11009;1;145;58.9;16899
5;2019;1.0;1;7809;4;145;52.3;17000
4;2016;1.5;1;22165;1;30;64.2;13499
1;2018;1.0;1;8207;4;145;58.9;15199
1;2017;1.0;3;7832;4;0;57.7;12199
1;2015;1.0;1;39061;4;20;62.8;7999
1;2016;1.0;1;16640;4;0;65.7;10500
1;2017;1.0;1;20069;4;145;65.7;11500
1;2018;1.0;1;16035;4;145;65.7;11199
1;2017;1.0;1;21603;4;145;65.7;9799
14;2017;2.0;1;24151;1;145;48.7;20499
2;2016;2.0;1;27634;4;200;41.5;15000
4;2018;1.5;1;12273;1;145;64.2;17799
4;2017;1.5;1;23984;1;145;64.2;14499
16;2017;2.0;3;36708;1;145;52.3;19000
11;2019;1.5;1;12815;1;145;48.7;17000
7;2019;2.0;2;4665;3;135;47.1;22899
1;2018;1.0;1;11904;4;145;62.8;12499
2;2017;1.0;3;16943;4;125;51.4;12499
6;2019;1.5;3;8348;1;145;56.5;14300
1;2015;1.6;1;42214;4;145;47.9;9699
9;2018;2.0;1;6896;1;145;44.8;15499
13;2014;1.0;1;40213;4;30;55.4;6499
1;2018;1.0;1;15026;4;145;55.4;15000
12;2016;2.0;1;33770;1;125;56.5;15000
1;2016;1.0;1;15505;4;0;65.7;8499
1;2020;1.5;1;12;4;145;40.4;25999
5;2016;1.5;3;21099;4;160;44.8;10499
1;2017;1.1;1;25398;4;145;64.2;8699
2;2018;2.0;1;21791;1;145;67.3;18999
1;2018;1.0;1;18337;4;145;65.7;11699
1;2018;1.0;1;15526;4;145;62.8;12799
13;2014;1.6;1;38058;1;20;70.6;7199
2;2019;1.5;1;8800;4;150;51.4;18898
4;2013;2.0;1;40700;1;150;53.3;9486
8;2018;1.2;1;8500;4;150;47.9;8430
1;2019;1.0;1;50;4;145;58.9;12000
1;2018;1.0;1;12317;4;145;57.7;13994
1;2018;1.0;1;25000;4;145;65.7;10456
2;2016;1.5;1;6000;1;0;74.3;11784
2;2016;1.0;1;13000;4;20;60.1;10696
2;2018;2.0;1;6101;4;145;41.5;21199
6;2016;1.5;1;27863;1;20;68.9;9950
9;2017;2.0;1;26514;1;200;44.8;20000
10;2018;1.0;1;3937;4;145;47.1;14499
4;2019;1.5;1;1987;4;145;35.3;20499
1;2016;1.0;3;12656;4;0;57.7;11899
6;2017;1.0;1;5584;4;30;55.4;11000
2;2013;1.0;1;63424;4;30;56.5;5999
1;2016;1.2;1;22671;4;125;54.3;7499
4;2018;1.5;1;17243;1;145;54.3;16999
1;2018;1.0;1;5021;4;145;58.9;14999
13;2015;1.6;1;34793;1;20;70.6;6999
1;2017;1.2;1;30940;4;125;54.3;8499
2;2018;1.0;1;16819;4;145;61.4;12499
2;2017;1.5;1;70348;1;0;74.3;9999
1;2017;1.0;1;8218;4;0;65.7;10499
1;2013;1.2;1;69954;4;30;54.3;5499
1;2017;1.0;1;21475;4;150;65.7;9990
1;2014;1.2;1;40119;4;30;54.3;6500
1;2018;1.5;1;11028;4;150;40.3;17990
4;2017;2.0;1;26657;1;150;54.3;17990
1;2018;1.0;1;9760;4;150;62.8;15000
6;2016;1.6;1;50550;4;165;44.1;7991
1;2016;1.6;1;38765;4;145;47.9;9991
1;2018;1.0;1;32668;4;145;65.7;9995
5;2017;1.0;1;27175;4;145;52.3;9995
1;2016;1.0;1;13893;4;0;65.7;9995
1;2018;1.5;1;20700;4;145;40.3;14792
1;2018;1.0;1;33000;4;145;60.1;11979
6;2014;1.0;1;55000;4;30;55.4;7498
2;2019;1.0;2;13000;4;145;50.4;16294
1;2016;1.0;1;33000;4;0;65.7;8974
12;2016;2.0;3;34000;1;145;52.3;15498
1;2015;1.0;1;33000;4;0;65.7;8263
1;2017;1.5;1;12000;1;145;88.3;11287
2;2015;1.0;1;32000;4;20;61.4;8474
1;2017;1.0;1;20000;4;145;65.7;9445
4;2018;2.0;1;25000;1;145;60.1;16794
4;2017;2.0;1;26000;1;145;54.3;17474
4;2017;2.0;1;26000;1;125;60.1;15762
2;2019;1.0;1;4000;4;145;60.1;16982
2;2016;1.0;1;35646;4;20;60.1;8992
2;2015;1.0;1;33000;4;20;60.1;8942
1;2018;1.0;1;34886;4;145;65.7;10499
1;2018;1.0;1;32620;4;145;65.7;10000
1;2019;1.0;3;8398;4;145;48.7;16299
1;2019;1.0;3;5220;4;145;48.7;16500
1;2017;1.0;1;18001;4;20;62.8;11399
2;2019;1.0;1;30;4;145;58.9;16800
2;2019;2.0;2;13917;1;145;64.2;22000
1;2018;1.0;1;6866;4;145;58.9;10800
2;2016;1.0;1;36500;4;20;61.4;9200
7;2017;2.0;2;35136;1;150;58.9;16200
12;2016;2.0;1;50000;1;125;56.5;15496
7;2017;2.0;3;51000;1;125;57.7;13985
2;2017;1.0;3;15000;4;125;51.4;12429
2;2019;1.0;1;11399;4;145;58.9;14890
1;2019;1.0;1;7292;4;145;56.5;13880
2;2019;1.0;1;11788;4;145;58.9;14850
2;2017;1.0;3;41934;4;125;51.4;10890
8;2019;1.2;1;356;4;145;47.9;11590
8;2019;1.2;1;66;4;145;43.5;12840
8;2019;1.2;1;89;4;145;47.9;11950
8;2019;1.2;1;162;4;145;43.5;12800
8;2019;1.2;1;300;4;145;43.5;12890
8;2019;1.2;1;1553;4;145;47.9;12000
8;2019;1.2;1;344;4;145;47.9;11990
8;2019;1.2;1;255;4;145;47.9;12000
8;2019;1.2;1;344;4;145;47.9;12430
8;2019;1.2;1;48;4;145;47.9;11950
8;2019;1.2;1;327;4;145;47.9;11790
8;2019;1.2;1;339;4;145;43.5;12780
6;2017;1.5;2;14651;1;145;67.3;13890
4;2018;2.0;1;14561;1;150;60.1;15900
1;2019;1.0;1;4446;4;150;60.1;16500
5;2016;1.0;1;27000;4;125;53.3;9481
2;2017;1.5;1;17000;1;150;74.3;11257
1;2017;1.0;1;12000;4;145;65.7;10997
1;2015;1.0;1;25000;4;0;65.7;8484
8;2017;1.2;1;23000;4;150;57.7;7278
2;2018;1.0;1;16000;4;150;60.1;12877
17;2016;5.0;1;11600;4;580;20.9;27925
4;2019;1.5;1;8694;4;145;35.3;19990
4;2017;2.0;3;14325;1;145;54.3;18500
2;2018;2.0;1;3300;4;145;41.5;18680
4;2019;2.0;3;3369;1;145;38.7;24680
2;2019;2.3;1;4763;4;145;34.5;26780
1;2017;1.0;1;19741;4;145;65.7;10680
7;2019;2.0;2;4200;3;135;46.3;25890
12;2019;2.0;1;13156;1;145;54.3;24500
2;2018;1.0;1;4290;4;145;60.1;17500
2;2017;2.0;1;19193;4;145;41.5;16000
13;2013;1.0;1;26902;4;30;55.4;7999
2;2013;1.0;1;59477;4;30;56.5;5999
5;2018;1.0;1;14153;4;145;53.3;12499
2;2016;1.0;1;23325;4;20;61.4;9999
4;2018;1.5;1;20321;4;150;45.6;17999
2;2019;1.5;1;11304;4;150;46.3;17999
14;2017;2.0;3;24224;1;150;48.7;20999
4;2019;2.0;1;8509;1;145;38.2;18999
1;2018;1.0;3;32094;4;145;54.3;11499
4;2018;1.5;1;18670;4;145;39.2;18890
4;2019;2.0;3;9900;1;145;37.7;19990
4;2019;2.0;2;12603;1;145;38.7;23780
4;2019;2.0;3;8123;1;145;38.7;23890
4;2017;2.0;1;13988;1;145;60.1;14990
2;2017;1.5;3;30973;1;0;74.3;11550
1;2019;1.0;1;15274;4;145;60.1;12980
2;2017;1.0;3;38617;4;125;51.4;11890
4;2015;2.0;1;28849;1;125;60.1;11500
2;2019;1.0;1;12049;4;145;58.9;15890
1;2016;1.2;1;14914;4;125;54.3;8990
1;2014;1.6;3;19797;4;150;47.9;8995
5;2019;1.0;3;1;4;145;45.6;17900
2;2016;2.0;1;35194;4;205;41.5;14000
2;2016;2.0;1;22973;4;205;41.5;14400
1;2017;1.0;3;35377;4;0;57.7;10500
2;2019;1.0;1;13773;4;145;58.9;15890
4;2019;1.5;1;14319;4;145;34.4;17280
1;2019;1.0;1;14459;4;145;58.9;13950
4;2017;2.0;1;37071;1;125;60.1;13500
12;2017;2.0;1;28225;1;145;56.5;19399
12;2017;2.0;1;36545;1;145;56.5;16899
1;2018;1.0;1;30701;4;145;65.7;9799
1;2018;1.0;1;34683;4;145;65.7;10499
1;2019;1.0;1;4058;4;145;60.1;15899
1;2019;1.0;3;7805;4;145;48.7;16399
1;2019;1.0;1;6123;4;145;58.9;15599
4;2018;2.0;1;21517;1;145;54.3;16599
4;2015;2.0;1;21696;1;145;54.3;13199
1;2018;1.0;3;6476;4;145;48.7;13499
4;2017;2.0;1;42744;1;145;60.1;13500
2;2018;1.0;1;8455;4;145;60.1;12500
2;2017;1.0;3;23224;4;150;51.4;10990
2;2015;1.0;1;20578;4;20;60.1;9295
1;2017;1.2;1;9796;4;150;54.3;8400
1;2018;1.0;1;15591;4;150;65.7;11000
1;2018;1.0;1;9487;4;150;65.7;11500
1;2018;1.0;1;15711;4;150;62.8;12000
1;2019;1.0;3;8147;4;150;48.7;16890
4;2018;2.0;3;8011;1;150;47.9;18980
1;2017;1.2;1;18207;4;125;54.3;8899
2;2017;2.0;1;21065;4;145;41.5;16899
5;2019;1.0;1;647;4;145;52.3;18799
6;2017;1.5;1;15376;1;20;68.9;11599
4;2017;2.0;1;12862;1;145;60.1;17299
10;2018;1.5;1;11708;1;145;64.2;13799
13;2017;1.0;1;8769;4;30;57.7;11499
2;2017;1.0;1;4559;4;145;61.4;12599
6;2016;1.5;1;17693;1;20;68.9;10000
1;2019;1.0;1;7331;4;145;60.1;15699
13;2013;1.6;3;56950;4;160;44.1;5495
1;2018;1.0;1;27800;4;145;65.7;9995
1;2018;1.0;1;28834;4;145;65.7;9995
2;2017;1.5;1;22075;1;0;74.3;11500
5;2020;1.0;1;24;4;145;51.4;18995
8;2018;1.2;1;14446;4;145;57.7;7500
2;2019;1.5;1;1;1;145;74.3;17880
4;2019;2.0;3;3500;1;145;38.7;23880
8;2019;1.2;1;784;4;145;47.9;12000
4;2019;1.5;1;12557;4;145;35.3;18690
2;2017;2.0;1;18418;4;200;41.5;18599
1;2017;1.0;1;24270;4;145;65.7;9899
4;2018;1.5;1;4883;1;145;47.9;19399
2;2018;1.0;1;13377;4;145;60.1;13499
1;2018;1.0;1;14652;4;145;56.5;12000
1;2018;1.0;1;21600;4;145;56.5;11199
1;2019;1.0;1;6164;4;145;58.9;15299
1;2019;1.0;3;7885;4;145;48.7;16599
1;2019;1.0;1;7720;4;145;58.9;15399
1;2019;1.0;1;8347;4;145;58.9;15299
4;2017;2.0;1;23833;1;145;54.3;17399
4;2018;2.0;1;23500;1;145;60.1;15199
1;2018;1.0;1;16901;4;145;65.7;10699
1;2018;1.0;1;15098;4;145;65.7;10599
2;2019;2.3;1;3764;4;145;34.5;26299
16;2017;2.0;3;40838;1;145;52.3;18000
4;2019;2.0;3;2741;1;145;38.7;26499
2;2018;2.0;1;29553;4;145;41.5;18499
1;2019;1.0;1;12914;4;145;56.5;12999
8;2019;1.2;1;635;4;145;47.9;11880
4;2019;1.5;1;15450;4;145;35.3;18850
5;2020;1.0;1;1820;4;145;52.3;17799
5;2020;1.0;1;755;4;145;53.3;17999
7;2020;2.0;1;2813;1;145;51.4;22499
1;2020;1.0;1;895;4;145;58.9;15299
12;2017;2.0;1;32942;1;125;56.5;17199
1;2018;1.0;1;13924;4;145;65.7;11000
5;2019;1.0;1;1525;4;145;51.4;15799
17;2019;5.0;3;10810;4;145;22.1;36799
8;2019;1.2;1;8;4;145;43.5;12940
8;2019;1.2;1;254;4;145;47.9;11880
8;2019;1.2;1;451;4;145;47.9;12350
8;2019;1.2;1;569;4;145;47.9;11880
8;2019;1.2;1;503;4;145;47.9;11500
8;2019;1.2;1;494;4;145;43.5;12680
8;2019;1.2;1;206;4;145;47.9;11890
8;2019;1.2;1;1120;4;145;43.5;12780
8;2019;1.2;1;1074;4;145;47.9;9980
5;2019;1.5;1;6956;1;145;58.9;18499
4;2019;2.0;1;447;1;145;47.9;20799
2;2019;1.0;1;7445;4;145;58.9;18499
8;2019;1.2;1;2516;4;145;43.5;11299
8;2019;1.2;1;2591;4;145;43.5;11199
4;2017;2.0;1;12555;1;145;60.1;15299
1;2018;1.0;1;7653;4;145;58.9;14500
5;2019;1.0;1;7867;4;145;51.4;15899
2;2015;1.6;1;13234;1;20;67.3;9899
2;2019;1.5;1;15952;1;145;80.7;13899
2;2019;1.5;1;2994;4;145;49.6;20599
12;2018;1.5;1;10824;4;145;43.5;20199
13;2014;1.6;3;40349;4;160;44.1;7399
1;2017;1.0;1;13148;4;0;65.7;9399
1;2019;1.0;1;8129;4;145;58.9;15799
2;2018;1.0;1;15242;4;145;57.7;12399
1;2018;1.0;1;23975;4;145;56.5;11499
4;2016;2.0;1;26350;1;145;54.3;12699
4;2016;1.5;2;30225;4;235;38.2;15799
5;2020;1.0;1;7;4;145;52.3;18499
4;2017;2.0;1;36552;1;145;60.1;13500
1;2017;1.2;1;12289;4;125;54.3;8899
7;2017;2.0;2;10154;4;235;38.2;17299
4;2017;2.0;3;19141;1;145;54.3;19500
7;2019;2.0;3;8988;1;145;58.9;20000
4;2019;1.5;1;2500;4;145;34.4;18999
2;2018;2.0;1;18482;4;145;41.5;20499
16;2017;2.0;1;41569;1;125;56.5;18799
1;2017;1.0;3;3925;4;0;57.7;12000
2;2017;1.0;3;17525;4;125;51.4;13000
1;2017;1.0;3;9016;4;0;57.7;11799
8;2019;1.2;1;2691;4;145;43.5;11299
11;2017;1.5;1;21491;1;145;64.2;14000
5;2018;1.0;1;9293;4;145;54.3;14199
1;2019;1.0;1;4293;4;145;60.1;15500
5;2018;1.0;1;23776;4;145;54.3;12499
1;2019;1.0;1;9855;4;145;56.5;12899
1;2018;1.1;1;13691;4;145;55.4;9799
1;2018;1.0;1;17288;4;145;56.5;12199
1;2018;1.0;1;15379;4;145;58.9;12299
1;2018;1.0;1;12485;4;145;56.5;12299
5;2019;1.0;1;1536;4;145;51.4;16699
2;2017;1.5;1;64195;1;145;74.3;9000
1;2017;1.0;1;11270;4;145;65.7;10399
5;2017;1.0;1;37258;4;145;53.3;10399
4;2019;2.0;1;8987;1;145;38.2;19499
2;2019;1.0;1;4563;4;145;60.1;15000
1;2017;1.2;1;15393;4;125;54.3;8799
5;2017;1.5;3;22183;4;160;44.8;11599
4;2017;2.0;1;20668;1;145;60.1;14899
2;2017;1.0;1;17980;4;145;60.1;11399
2;2018;1.0;1;17298;4;145;60.1;11899
2;2018;1.0;1;19850;4;145;60.1;12299
13;2017;1.6;3;11051;4;145;44.1;11299
2;2017;2.0;3;30591;1;145;61.4;18000
4;2017;2.0;1;33606;1;125;60.1;13899
5;2018;1.0;3;7839;4;145;45.6;15599
8;2017;1.2;1;12164;4;30;57.7;8000
8;2018;1.2;1;1216;4;145;57.7;8500
1;2018;1.0;3;14788;4;145;54.3;12599
1;2016;1.5;1;36158;1;0;88.3;8499
1;2019;1.0;1;10241;4;145;56.5;12399
2;2017;2.0;1;16222;1;145;67.3;16399
1;2020;1.0;3;2056;4;145;48.7;15499
1;2019;1.0;1;14389;4;145;55.4;13299
4;2018;1.5;1;44934;1;145;64.2;14499
16;2016;2.0;1;6906;1;125;56.5;21499
8;2019;1.2;1;5376;4;145;43.5;11099
4;2017;2.0;3;26309;1;145;54.3;18299
5;2018;1.0;1;9600;4;145;54.3;14899
2;2018;2.0;1;19485;4;145;41.5;19899
2;2019;1.0;1;8883;4;145;58.9;18699
1;2017;1.0;1;15445;4;145;65.7;10899
13;2017;1.0;1;5698;4;145;57.7;12499
5;2018;1.0;1;6478;4;145;54.3;14499
2;2018;1.0;1;11533;4;145;60.1;16899
2;2019;1.5;2;1260;1;145;67.3;17499
1;2018;1.0;1;8890;4;145;65.7;10599
1;2018;1.0;1;26000;4;145;62.8;12000
1;2018;1.0;1;8800;4;145;65.7;12299
1;2019;1.1;1;4132;4;145;48.7;12299
1;2019;1.0;1;3572;4;145;60.1;15899
16;2016;2.0;1;36209;1;125;56.5;16499
16;2016;2.0;1;39886;1;125;56.5;15899
12;2017;2.0;1;36791;1;145;56.5;16899
1;2019;1.0;3;10233;4;145;48.7;16299
2;2017;1.5;1;35763;4;125;51.4;11499
2;2019;1.0;1;6880;4;145;60.1;17899
5;2017;1.0;1;15506;4;145;53.3;11299
1;2017;1.1;1;25999;4;145;64.2;9799
5;2019;1.0;1;9808;4;145;51.4;16199
5;2018;1.0;1;25174;4;145;54.3;12499
12;2017;2.0;1;42385;1;145;56.5;16599
12;2017;2.0;1;30008;1;145;56.5;19799
2;2016;1.0;1;11294;4;20;60.1;10799
1;2018;1.0;1;37700;4;145;65.7;9699
4;2019;1.5;1;9708;1;145;54.3;17799
4;2017;2.0;1;18140;1;145;60.1;18000
1;2019;1.0;3;7147;4;145;48.7;16699
1;2019;1.0;1;7556;4;145;60.1;14699
1;2019;1.0;1;8614;4;145;60.1;14899
1;2019;1.0;1;7957;4;145;55.4;15399
1;2019;1.0;1;9063;4;145;58.9;14899
1;2019;1.0;1;10097;4;145;55.4;15000
1;2019;1.0;1;7949;4;145;56.5;12899
6;2017;1.0;1;24543;4;30;55.4;11199
12;2017;2.0;1;26577;1;145;56.5;19199
2;2018;1.0;1;13072;4;145;57.7;11999
1;2018;1.0;1;7657;4;145;58.9;11899
2;2017;1.5;1;38590;1;145;74.3;11599
1;2017;1.0;1;11224;4;145;65.7;10799
1;2019;1.0;1;7175;4;145;55.4;15499
2;2017;1.5;1;36539;1;0;74.3;11599
2;2017;1.0;1;44864;4;145;60.1;10899
2;2014;1.5;1;44654;1;0;74.3;8500
1;2019;1.0;3;8291;4;145;48.7;16499
4;2017;2.0;1;24244;1;125;60.1;15000
2;2017;2.0;3;29984;1;30;61.4;15499
6;2017;1.5;1;20303;1;20;68.9;10899
4;2019;2.0;1;11119;1;145;38.2;18299
1;2017;1.0;1;23424;4;20;62.8;9699
2;2018;1.5;1;14693;4;145;51.4;15399
4;2015;2.0;3;66576;1;145;52.3;10199
5;2018;1.0;3;5266;4;145;48.7;16699
14;2016;2.0;3;30265;1;160;48.7;19499
1;2017;1.0;1;13823;4;145;65.7;9999
1;2016;1.0;1;17810;4;20;62.8;10199
2;2017;1.5;1;14889;1;145;74.3;13299
2;2018;1.0;1;17609;4;145;60.1;16399
1;2018;1.0;1;8631;4;145;65.7;10500
5;2017;1.0;1;30963;4;125;52.3;10299
2;2017;1.5;1;22625;1;0;74.3;10699
4;2016;2.0;1;32000;1;125;60.1;14499
2;2017;1.0;1;38697;4;145;61.4;10399
2;2017;1.0;1;47843;4;145;60.1;9699
7;2015;2.0;1;45506;1;20;68.9;9500
5;2018;1.0;1;23387;4;145;54.3;14499
2;2018;1.0;1;16612;4;145;57.7;13500
2;2018;1.0;1;18101;4;145;57.7;12500
2;2018;1.0;1;25264;4;145;57.7;12500
8;2017;1.2;1;81942;4;150;57.7;5750
5;2015;1.0;1;37617;4;125;53.3;8000
5;2017;1.5;3;8800;4;165;44.8;10995
4;2017;1.5;2;8800;4;240;38.2;14995
1;2017;1.2;1;15000;4;150;54.3;8495
4;2018;2.0;1;13900;1;145;60.1;16499
2;2019;1.0;1;14296;4;145;60.1;15999
1;2017;1.2;1;12000;4;125;54.3;9499
1;2017;1.2;1;21149;4;125;54.3;8699
4;2015;2.0;1;45594;1;125;60.1;10499
2;2018;1.0;1;9673;4;145;61.4;11899
2;2014;1.6;1;31335;1;20;67.3;8999
2;2016;2.0;1;41148;4;200;41.5;14499
1;2017;1.6;1;24016;4;145;47.9;12399
10;2017;1.5;1;47178;1;30;64.2;11899
1;2017;1.0;1;12440;4;145;65.7;10500
4;2017;1.5;1;29375;1;145;64.2;14199
5;2018;1.0;1;23109;4;145;51.4;14799
5;2019;1.0;1;2222;4;145;54.3;14499
1;2017;1.1;1;10709;4;145;64.2;10299
1;2017;1.2;1;9857;4;125;54.3;9799
2;2017;1.0;1;41844;4;145;60.1;9299
4;2015;2.0;1;21533;1;145;54.3;15399
1;2018;1.0;1;31119;4;145;65.7;9500
4;2018;2.0;1;30646;1;145;60.1;17000
1;2018;1.0;1;7956;4;145;65.7;12299
1;2018;1.1;1;3938;4;145;55.4;11500
2;2017;1.0;1;16251;4;145;60.1;10999
5;2018;1.0;1;7562;4;145;54.3;12899
8;2018;1.2;1;8755;4;145;57.7;8599
4;2019;2.0;1;300;1;145;38.2;18199
5;2019;1.0;1;7791;4;145;53.3;15799
4;2019;2.0;1;6888;1;145;38.2;18999
8;2018;1.2;1;21000;4;145;47.9;8199
4;2019;1.5;1;12403;4;145;35.3;18399
1;2017;1.0;1;12190;4;145;65.7;10499
1;2018;1.0;3;11893;4;145;54.3;15999
1;2015;1.6;3;18110;4;145;47.9;8199
1;2018;1.5;1;13041;4;145;40.3;16199
4;2019;1.5;1;4185;4;145;35.3;20999
4;2018;1.5;1;10589;1;145;54.3;16499
8;2017;1.2;1;9630;4;145;57.7;8099
1;2017;1.0;1;18227;4;0;65.7;8499
4;2019;1.5;2;10566;4;145;29.4;21999
1;2016;1.0;1;18841;4;0;65.7;8699
2;2015;1.5;1;21462;4;125;51.4;10699
1;2016;1.0;1;33840;4;20;62.8;8995
4;2018;2.0;1;20898;1;150;60.1;17495
14;2017;2.0;1;19175;1;150;48.7;20495
13;2017;1.0;1;15543;4;150;57.7;10995
2;2018;1.0;1;12662;4;150;60.1;11995
2;2018;1.0;1;20144;4;150;57.7;12495
1;2019;1.1;1;3296;4;150;55.4;11495
4;2018;2.0;1;16055;1;150;60.1;15495
1;2017;1.2;1;31020;4;150;54.3;7495
1;2017;1.0;1;12792;4;150;65.7;10995
4;2015;2.0;1;41943;1;125;60.1;11108
4;2015;2.0;1;41943;1;125;60.1;11108
1;2016;1.0;1;26133;4;0;65.7;7250
1;2016;1.0;1;25590;4;0;65.7;8820
13;2017;1.5;1;22682;1;0;74.4;8400
6;2015;2.0;3;58979;1;125;58.9;8000
13;2014;1.6;1;65516;1;20;70.6;6500
1;2017;1.0;1;20458;4;20;62.8;10490
6;2017;1.5;1;19687;1;20;68.9;10890
1;2015;1.0;1;43394;4;20;62.8;7610
5;2016;1.5;3;23839;4;160;44.8;10505
2;2017;1.0;3;14482;4;125;51.4;11500
13;2014;1.6;3;71000;4;165;44.1;5295
2;2017;2.0;1;27669;4;205;41.5;17495
1;2018;1.0;1;15500;4;150;58.9;12495
5;2018;1.0;3;6247;4;145;44.1;16500
6;2013;1.0;1;22593;4;30;55.4;7300
4;2019;2.0;3;2998;1;145;47.9;20700
8;2019;1.2;1;662;4;145;43.5;13000
8;2019;1.2;1;423;4;145;43.5;13350
1;2018;1.0;1;7030;4;145;60.1;14999
1;2019;1.0;1;12362;4;145;60.1;12999
5;2019;1.0;1;9982;4;145;52.3;15499
4;2017;1.5;1;36710;1;145;64.2;12699
4;2018;2.0;1;8100;1;145;47.9;18999
4;2019;2.0;1;3721;1;145;47.9;19799
6;2017;1.5;1;15376;1;20;68.9;11799
2;2018;1.0;1;20186;4;145;57.7;11999
1;2018;1.0;1;13000;4;145;55.4;13699
1;2018;1.0;1;33876;4;145;65.7;9499
1;2018;1.0;1;10591;4;145;58.9;12899
4;2019;2.0;1;9968;1;145;38.2;19699
3;2019;1.0;1;1218;4;145;50.4;23699
2;2019;1.5;1;4287;1;145;62.8;18299
8;2019;1.2;1;5376;4;145;43.5;11599
8;2019;1.2;1;4884;4;145;43.5;11299
5;2020;1.0;1;836;4;145;51.4;16999
2;2020;1.5;1;1501;1;145;80.7;20999
5;2018;1.0;1;11625;4;145;54.3;13999
4;2018;1.5;1;28991;1;145;64.2;14500
8;2017;1.2;1;19707;4;145;57.7;7999
5;2019;1.0;1;3419;4;145;52.3;16399
1;2019;1.0;1;17115;4;145;58.9;12499
1;2018;1.0;1;35259;4;145;65.7;9999
4;2018;2.0;1;24492;1;145;54.3;16199
4;2018;2.0;1;22989;1;145;54.3;18999
4;2015;2.0;1;21662;1;145;54.3;13299
1;2018;1.0;1;32421;4;145;65.7;9699
